ID,START_TIME,END_TIME,SATURATION,,,
140,2023/8/28 11:35,2023/8/28 11:40,0.054545603,,90.0002442,
141,2023/8/28 11:40,2023/8/28 11:45,0.037575906,,62.0002442,
142,2023/8/28 11:45,2023/8/28 11:50,0.06242439,,103.0002442,
143,2023/8/28 11:50,2023/8/28 11:55,0.052727421,,87.0002442,
144,2023/8/28 11:55,2023/8/28 12:00,0.058788027,,97.0002442,
145,2023/8/28 12:00,2023/8/28 12:05,0.043636512,,72.0002442,
146,2023/8/28 12:05,2023/8/28 12:10,0.073333481,,121.0002442,
147,2023/8/28 12:10,2023/8/28 12:15,0.056363784,,93.0002442,
148,2023/8/28 12:15,2023/8/28 12:20,0.0515153,,85.0002442,
149,2023/8/28 12:20,2023/8/28 12:25,0.047878936,,79.0002442,
150,2023/8/28 12:25,2023/8/28 12:30,0.050909239,,84.0002442,
151,2023/8/28 12:30,2023/8/28 12:35,0.050303178,,83.0002442,
152,2023/8/28 12:35,2023/8/28 12:40,0.053333481,,88.0002442,
153,2023/8/28 12:40,2023/8/28 12:45,0.058788027,,97.0002442,
154,2023/8/28 12:45,2023/8/28 12:50,0.055757724,,92.0002442,
155,2023/8/28 12:50,2023/8/28 12:55,0.058788027,,97.0002442,
156,2023/8/28 12:55,2023/8/28 13:00,0.049091057,,81.0002442,
157,2023/8/28 13:00,2023/8/28 13:05,0.055151663,,91.0002442,
158,2023/8/28 13:05,2023/8/28 13:10,0.033333481,,55.0002442,
159,2023/8/28 13:10,2023/8/28 13:15,0.049091057,,81.0002442,
160,2023/8/28 13:15,2023/8/28 13:20,0.048484996,,80.0002442,
161,2023/8/28 13:20,2023/8/28 13:25,0.052727421,,87.0002442,
162,2023/8/28 13:25,2023/8/28 13:30,0.046666815,,77.0002442,
163,2023/8/28 13:30,2023/8/28 13:35,0.047272875,,78.0002442,
164,2023/8/28 13:35,2023/8/28 13:40,0.047878936,,79.0002442,
165,2023/8/28 13:40,2023/8/28 13:45,0.044848633,,74.0002442,
166,2023/8/28 13:45,2023/8/28 13:50,0.040606209,,67.0002442,
167,2023/8/28 13:50,2023/8/28 13:55,0.056363784,,93.0002442,
168,2023/8/28 13:55,2023/8/28 14:00,0.036969845,,61.0002442,
169,2023/8/28 14:00,2023/8/28 14:05,0.04242439,,70.0002442,
170,2023/8/28 14:05,2023/8/28 14:10,0.049091057,,81.0002442,
171,2023/8/28 14:10,2023/8/28 14:15,0.045454693,,75.0002442,
172,2023/8/28 14:15,2023/8/28 14:20,0.046060754,,76.0002442,
173,2023/8/28 14:20,2023/8/28 14:25,0.043636512,,72.0002442,
174,2023/8/28 14:25,2023/8/28 14:30,0.033939542,,56.0002442,
175,2023/8/28 14:30,2023/8/28 14:35,0.0515153,,85.0002442,
176,2023/8/28 14:35,2023/8/28 14:40,0.043636512,,72.0002442,
177,2023/8/28 14:40,2023/8/28 14:45,0.040000148,,66.0002442,
178,2023/8/28 14:45,2023/8/28 14:50,0.04181833,,69.0002442,
179,2023/8/28 14:50,2023/8/28 14:55,0.055151663,,91.0002442,
180,2023/8/28 14:55,2023/8/28 15:00,0.040000148,,66.0002442,
181,2023/8/28 15:00,2023/8/28 15:05,0.041212269,,68.0002442,
182,2023/8/28 15:05,2023/8/28 15:10,0.044848633,,74.0002442,
183,2023/8/28 15:10,2023/8/28 15:15,0.036363784,,60.0002442,
184,2023/8/28 15:15,2023/8/28 15:20,0.035151663,,58.0002442,
185,2023/8/28 15:20,2023/8/28 15:25,0.055757724,,92.0002442,
186,2023/8/28 15:25,2023/8/28 15:30,0.044242572,,73.0002442,
187,2023/8/28 15:30,2023/8/28 15:35,0.046666815,,77.0002442,
188,2023/8/28 15:35,2023/8/28 15:40,0.049091057,,81.0002442,
189,2023/8/28 15:40,2023/8/28 15:45,0.044242572,,73.0002442,
190,2023/8/28 15:45,2023/8/28 15:50,0.049697118,,82.0002442,
191,2023/8/28 15:50,2023/8/28 15:55,0.053939542,,89.0002442,
192,2023/8/28 15:55,2023/8/28 16:00,0.056969845,,94.0002442,
193,2023/8/28 16:00,2023/8/28 16:05,0.060606209,,100.0002442,
194,2023/8/28 16:05,2023/8/28 16:10,0.049697118,,82.0002442,
195,2023/8/28 16:10,2023/8/28 16:15,0.049091057,,81.0002442,
196,2023/8/28 16:15,2023/8/28 16:20,0.049697118,,82.0002442,
197,2023/8/28 16:20,2023/8/28 16:25,0.049697118,,82.0002442,
198,2023/8/28 16:25,2023/8/28 16:30,0.056969845,,94.0002442,
199,2023/8/28 16:30,2023/8/28 16:35,0.05212136,,86.0002442,
200,2023/8/28 16:35,2023/8/28 16:40,0.063636512,,105.0002442,
201,2023/8/28 16:40,2023/8/28 16:45,0.063030451,,104.0002442,
202,2023/8/28 16:45,2023/8/28 16:50,0.055757724,,92.0002442,
203,2023/8/28 16:50,2023/8/28 16:55,0.069091057,,114.0002442,
204,2023/8/28 16:55,2023/8/28 17:00,0.054545603,,90.0002442,
205,2023/8/28 17:00,2023/8/28 17:05,0.06242439,,103.0002442,
206,2023/8/28 17:05,2023/8/28 17:10,0.075151663,,124.0002442,
207,2023/8/28 17:10,2023/8/28 17:15,0.067272875,,111.0002442,
208,2023/8/28 17:15,2023/8/28 17:20,0.087272875,,144.0002442,
209,2023/8/28 17:20,2023/8/28 17:25,0.087878936,,145.0002442,
210,2023/8/28 17:25,2023/8/28 17:30,0.067878936,,112.0002442,
211,2023/8/28 17:30,2023/8/28 17:35,0.063030451,,104.0002442,
212,2023/8/28 17:35,2023/8/28 17:40,0.05212136,,86.0002442,
213,2023/8/28 17:40,2023/8/28 17:45,0.058788027,,97.0002442,
214,2023/8/28 17:45,2023/8/28 17:50,0.06242439,,103.0002442,
215,2023/8/28 17:50,2023/8/28 17:55,0.064848633,,107.0002442,
216,2023/8/28 17:55,2023/8/28 18:00,0.055151663,,91.0002442,
217,2023/8/28 18:00,2023/8/28 18:05,0.04181833,,69.0002442,
218,2023/8/28 18:05,2023/8/28 18:10,0.048484996,,80.0002442,
219,2023/8/28 18:10,2023/8/28 18:15,0.058788027,,97.0002442,
220,2023/8/28 18:15,2023/8/28 18:20,0.060000148,,99.0002442,
221,2023/8/28 18:20,2023/8/28 18:25,0.049697118,,82.0002442,
222,2023/8/28 18:25,2023/8/28 18:30,0.041212269,,68.0002442,
223,2023/8/28 18:30,2023/8/28 18:35,0.046060754,,76.0002442,
224,2023/8/28 18:35,2023/8/28 18:40,0.045454693,,75.0002442,
225,2023/8/28 18:40,2023/8/28 18:45,0.04242439,,70.0002442,
226,2023/8/28 18:45,2023/8/28 18:50,0.036363784,,60.0002442,
227,2023/8/28 18:50,2023/8/28 18:55,0.0315153,,52.0002442,
228,2023/8/28 18:55,2023/8/28 19:00,0.023636512,,39.0002442,
229,2023/8/28 19:00,2023/8/28 19:05,0.0315153,,52.0002442,
230,2023/8/28 19:05,2023/8/28 19:10,0.033333481,,55.0002442,
231,2023/8/28 19:10,2023/8/28 19:15,0.025454693,,42.0002442,
232,2023/8/28 19:15,2023/8/28 19:20,0.030303178,,50.0002442,
233,2023/8/28 19:20,2023/8/28 19:25,0.029697118,,49.0002442,
234,2023/8/28 19:25,2023/8/28 19:30,0.02242439,,37.0002442,
235,2023/8/28 19:30,2023/8/28 19:35,0.033333481,,55.0002442,
236,2023/8/28 19:35,2023/8/28 19:40,0.030909239,,51.0002442,
237,2023/8/28 19:40,2023/8/28 19:45,0.035151663,,58.0002442,
238,2023/8/28 19:45,2023/8/28 19:50,0.023636512,,39.0002442,
239,2023/8/28 19:50,2023/8/28 19:55,0.0315153,,52.0002442,
240,2023/8/28 19:55,2023/8/28 20:00,0.023030451,,38.0002442,
241,2023/8/28 20:00,2023/8/28 20:05,0.0315153,,52.0002442,
242,2023/8/28 20:05,2023/8/28 20:10,0.016363784,,27.0002442,
243,2023/8/28 20:10,2023/8/28 20:15,0.026666815,,44.0002442,
244,2023/8/28 20:15,2023/8/28 20:20,0.023636512,,39.0002442,
245,2023/8/28 20:20,2023/8/28 20:25,0.026666815,,44.0002442,
246,2023/8/28 20:25,2023/8/28 20:30,0.026666815,,44.0002442,
247,2023/8/28 20:30,2023/8/28 20:35,0.028484996,,47.0002442,
248,2023/8/28 20:35,2023/8/28 20:40,0.014545603,,24.0002442,
249,2023/8/28 20:40,2023/8/28 20:45,0.024848633,,41.0002442,
250,2023/8/28 20:45,2023/8/28 20:50,0.023636512,,39.0002442,
251,2023/8/28 20:50,2023/8/28 20:55,0.016363784,,27.0002442,
252,2023/8/28 20:55,2023/8/28 21:00,0.015757724,,26.0002442,
253,2023/8/28 21:00,2023/8/28 21:05,0.023030451,,38.0002442,
254,2023/8/28 21:05,2023/8/28 21:10,0.021212269,,35.0002442,
255,2023/8/28 21:10,2023/8/28 21:15,0.02181833,,36.0002442,
256,2023/8/28 21:15,2023/8/28 21:20,0.027272875,,45.0002442,
257,2023/8/28 21:20,2023/8/28 21:25,0.016363784,,27.0002442,
258,2023/8/28 21:25,2023/8/28 21:30,0.019394087,,32.0002442,
259,2023/8/28 21:30,2023/8/28 21:35,0.018181966,,30.0002442,
260,2023/8/28 21:35,2023/8/28 21:40,0.010303178,,17.0002442,
261,2023/8/28 21:40,2023/8/28 21:45,0.013333481,,22.0002442,
262,2023/8/28 21:45,2023/8/28 21:50,0.012727421,,21.0002442,
263,2023/8/28 21:50,2023/8/28 21:55,0.014545603,,24.0002442,
264,2023/8/28 21:55,2023/8/28 22:00,0.015151663,,25.0002442,
265,2023/8/28 22:00,2023/8/28 22:05,0.008484996,,14.0002442,
266,2023/8/28 22:05,2023/8/28 22:10,0.0115153,,19.0002442,
267,2023/8/28 22:10,2023/8/28 22:15,0.015151663,,25.0002442,
268,2023/8/28 22:15,2023/8/28 22:20,0.009091057,,15.0002442,
269,2023/8/28 22:20,2023/8/28 22:25,0.010909239,,18.0002442,
270,2023/8/28 22:25,2023/8/28 22:30,0.0115153,,19.0002442,
271,2023/8/28 22:30,2023/8/28 22:35,0.010303178,,17.0002442,
272,2023/8/28 22:35,2023/8/28 22:40,0.004848633,,8.000244204,
273,2023/8/28 22:40,2023/8/28 22:45,0.009697118,,16.0002442,
274,2023/8/28 22:45,2023/8/28 22:50,0.012727421,,21.0002442,
275,2023/8/28 22:50,2023/8/28 22:55,0.004848633,,8.000244204,
276,2023/8/28 22:55,2023/8/28 23:00,0.006666815,,11.0002442,
277,2023/8/28 23:00,2023/8/28 23:05,0.004242572,,7.000244204,
278,2023/8/28 23:05,2023/8/28 23:10,0.007272875,,12.0002442,
279,2023/8/28 23:10,2023/8/28 23:15,0.007272875,,12.0002442,
280,2023/8/28 23:15,2023/8/28 23:20,0.006060754,,10.0002442,
281,2023/8/28 23:20,2023/8/28 23:25,0.006666815,,11.0002442,
282,2023/8/28 23:25,2023/8/28 23:30,0.003636512,,6.000244204,
283,2023/8/28 23:30,2023/8/28 23:35,0.007272875,,12.0002442,
284,2023/8/28 23:35,2023/8/28 23:40,0.006666815,,11.0002442,
285,2023/8/28 23:40,2023/8/28 23:45,0.008484996,,14.0002442,
286,2023/8/28 23:45,2023/8/28 23:50,0.003636512,,6.000244204,
287,2023/8/28 23:50,2023/8/28 23:55,0.001212269,,2.000244204,
288,2023/8/28 23:55,2023/8/29 0:00,0.004848633,,8.000244204,
