ID,START_TIME,END_TIME,SATURATION
79,2023/8/28 6:30,2023/8/28 6:35,0.027575758
80,2023/8/28 6:35,2023/8/28 6:40,0.02969697
81,2023/8/28 6:40,2023/8/28 6:45,0.031212121
82,2023/8/28 6:45,2023/8/28 6:50,0.032727273
83,2023/8/28 6:50,2023/8/28 6:55,0.034545455
84,2023/8/28 6:55,2023/8/28 7:00,0.035757576
85,2023/8/28 7:00,2023/8/28 7:05,0.036969697
86,2023/8/28 7:05,2023/8/28 7:10,0.037878788
87,2023/8/28 7:10,2023/8/28 7:15,0.039393939
88,2023/8/28 7:15,2023/8/28 7:20,0.040606061
89,2023/8/28 7:20,2023/8/28 7:25,0.042121212
90,2023/8/28 7:25,2023/8/28 7:30,0.043636364
91,2023/8/28 7:30,2023/8/28 7:35,0.044848485
92,2023/8/28 7:35,2023/8/28 7:40,0.045757576
93,2023/8/28 7:40,2023/8/28 7:45,0.046969697
94,2023/8/28 7:45,2023/8/28 7:50,0.047878788
95,2023/8/28 7:50,2023/8/28 7:55,0.049090909
96,2023/8/28 7:55,2023/8/28 8:00,0.04969697
97,2023/8/28 8:00,2023/8/28 8:05,0.05030303
98,2023/8/28 8:05,2023/8/28 8:10,0.051212121
99,2023/8/28 8:10,2023/8/28 8:15,0.052121212
100,2023/8/28 8:15,2023/8/28 8:20,0.053030303
101,2023/8/28 8:20,2023/8/28 8:25,0.053636364
102,2023/8/28 8:25,2023/8/28 8:30,0.054545455
103,2023/8/28 8:30,2023/8/28 8:35,0.054848485
104,2023/8/28 8:35,2023/8/28 8:40,0.055757576
105,2023/8/28 8:40,2023/8/28 8:45,0.056060606
106,2023/8/28 8:45,2023/8/28 8:50,0.056060606
107,2023/8/28 8:50,2023/8/28 8:55,0.055757576
108,2023/8/28 8:55,2023/8/28 9:00,0.056060606
109,2023/8/28 9:00,2023/8/28 9:05,0.056363636
110,2023/8/28 9:05,2023/8/28 9:10,0.056666667
111,2023/8/28 9:10,2023/8/28 9:15,0.056363636
112,2023/8/28 9:15,2023/8/28 9:20,0.056363636
113,2023/8/28 9:20,2023/8/28 9:25,0.056363636
114,2023/8/28 9:25,2023/8/28 9:30,0.056060606
115,2023/8/28 9:30,2023/8/28 9:35,0.055757576
116,2023/8/28 9:35,2023/8/28 9:40,0.055454545
117,2023/8/28 9:40,2023/8/28 9:45,0.054545455
118,2023/8/28 9:45,2023/8/28 9:50,0.053939394
119,2023/8/28 9:50,2023/8/28 9:55,0.052727273
120,2023/8/28 9:55,2023/8/28 10:00,0.052121212
121,2023/8/28 10:00,2023/8/28 10:05,0.051212121
122,2023/8/28 10:05,2023/8/28 10:10,0.05030303
123,2023/8/28 10:10,2023/8/28 10:15,0.04969697
124,2023/8/28 10:15,2023/8/28 10:20,0.049090909
125,2023/8/28 10:20,2023/8/28 10:25,0.048484848
126,2023/8/28 10:25,2023/8/28 10:30,0.048181818
127,2023/8/28 10:30,2023/8/28 10:35,0.047575758
128,2023/8/28 10:35,2023/8/28 10:40,0.047878788
129,2023/8/28 10:40,2023/8/28 10:45,0.048181818
130,2023/8/28 10:45,2023/8/28 10:50,0.047878788
131,2023/8/28 10:50,2023/8/28 10:55,0.047878788
132,2023/8/28 10:55,2023/8/28 11:00,0.047575758
133,2023/8/28 11:00,2023/8/28 11:05,0.047272727
134,2023/8/28 11:05,2023/8/28 11:10,0.046666667
135,2023/8/28 11:10,2023/8/28 11:15,0.046363636
136,2023/8/28 11:15,2023/8/28 11:20,0.046363636
137,2023/8/28 11:20,2023/8/28 11:25,0.046363636
138,2023/8/28 11:25,2023/8/28 11:30,0.046363636
139,2023/8/28 11:30,2023/8/28 11:35,0.045757576
140,2023/8/28 11:35,2023/8/28 11:40,0.045151515
141,2023/8/28 11:40,2023/8/28 11:45,0.045757576
142,2023/8/28 11:45,2023/8/28 11:50,0.045151515
143,2023/8/28 11:50,2023/8/28 11:55,0.045151515
144,2023/8/28 11:55,2023/8/28 12:00,0.044848485
145,2023/8/28 12:00,2023/8/28 12:05,0.045151515
146,2023/8/28 12:05,2023/8/28 12:10,0.044545455
147,2023/8/28 12:10,2023/8/28 12:15,0.043939394
148,2023/8/28 12:15,2023/8/28 12:20,0.043939394
149,2023/8/28 12:20,2023/8/28 12:25,0.043939394
150,2023/8/28 12:25,2023/8/28 12:30,0.043636364
151,2023/8/28 12:30,2023/8/28 12:35,0.043939394
152,2023/8/28 12:35,2023/8/28 12:40,0.043939394
153,2023/8/28 12:40,2023/8/28 12:45,0.043333333
154,2023/8/28 12:45,2023/8/28 12:50,0.043333333
155,2023/8/28 12:50,2023/8/28 12:55,0.043030303
156,2023/8/28 12:55,2023/8/28 13:00,0.043030303
157,2023/8/28 13:00,2023/8/28 13:05,0.042424242
158,2023/8/28 13:05,2023/8/28 13:10,0.042424242
159,2023/8/28 13:10,2023/8/28 13:15,0.042424242
160,2023/8/28 13:15,2023/8/28 13:20,0.042424242
161,2023/8/28 13:20,2023/8/28 13:25,0.042424242
162,2023/8/28 13:25,2023/8/28 13:30,0.042424242
163,2023/8/28 13:30,2023/8/28 13:35,0.042424242
164,2023/8/28 13:35,2023/8/28 13:40,0.042121212
165,2023/8/28 13:40,2023/8/28 13:45,0.042121212
166,2023/8/28 13:45,2023/8/28 13:50,0.042121212
167,2023/8/28 13:50,2023/8/28 13:55,0.041818182
168,2023/8/28 13:55,2023/8/28 14:00,0.041818182
169,2023/8/28 14:00,2023/8/28 14:05,0.042121212
170,2023/8/28 14:05,2023/8/28 14:10,0.042121212
171,2023/8/28 14:10,2023/8/28 14:15,0.042121212
172,2023/8/28 14:15,2023/8/28 14:20,0.041818182
173,2023/8/28 14:20,2023/8/28 14:25,0.041515152
174,2023/8/28 14:25,2023/8/28 14:30,0.042121212
175,2023/8/28 14:30,2023/8/28 14:35,0.041818182
176,2023/8/28 14:35,2023/8/28 14:40,0.041818182
177,2023/8/28 14:40,2023/8/28 14:45,0.042121212
178,2023/8/28 14:45,2023/8/28 14:50,0.042424242
179,2023/8/28 14:50,2023/8/28 14:55,0.042424242
180,2023/8/28 14:55,2023/8/28 15:00,0.042424242
181,2023/8/28 15:00,2023/8/28 15:05,0.042424242
182,2023/8/28 15:05,2023/8/28 15:10,0.042424242
183,2023/8/28 15:10,2023/8/28 15:15,0.042424242
184,2023/8/28 15:15,2023/8/28 15:20,0.043030303
185,2023/8/28 15:20,2023/8/28 15:25,0.043333333
186,2023/8/28 15:25,2023/8/28 15:30,0.043333333
187,2023/8/28 15:30,2023/8/28 15:35,0.043939394
188,2023/8/28 15:35,2023/8/28 15:40,0.044242424
189,2023/8/28 15:40,2023/8/28 15:45,0.044848485
190,2023/8/28 15:45,2023/8/28 15:50,0.045454545
191,2023/8/28 15:50,2023/8/28 15:55,0.046060606
192,2023/8/28 15:55,2023/8/28 16:00,0.046363636
193,2023/8/28 16:00,2023/8/28 16:05,0.046363636
194,2023/8/28 16:05,2023/8/28 16:10,0.046969697
195,2023/8/28 16:10,2023/8/28 16:15,0.046969697
196,2023/8/28 16:15,2023/8/28 16:20,0.047575758
197,2023/8/28 16:20,2023/8/28 16:25,0.047878788
198,2023/8/28 16:25,2023/8/28 16:30,0.048484848
199,2023/8/28 16:30,2023/8/28 16:35,0.048787879
200,2023/8/28 16:35,2023/8/28 16:40,0.048787879
201,2023/8/28 16:40,2023/8/28 16:45,0.049393939
202,2023/8/28 16:45,2023/8/28 16:50,0.04969697
203,2023/8/28 16:50,2023/8/28 16:55,0.05
204,2023/8/28 16:55,2023/8/28 17:00,0.050606061
205,2023/8/28 17:00,2023/8/28 17:05,0.050909091
206,2023/8/28 17:05,2023/8/28 17:10,0.051212121
207,2023/8/28 17:10,2023/8/28 17:15,0.051818182
208,2023/8/28 17:15,2023/8/28 17:20,0.052121212
209,2023/8/28 17:20,2023/8/28 17:25,0.052121212
210,2023/8/28 17:25,2023/8/28 17:30,0.051818182
211,2023/8/28 17:30,2023/8/28 17:35,0.051515152
212,2023/8/28 17:35,2023/8/28 17:40,0.051212121
213,2023/8/28 17:40,2023/8/28 17:45,0.050606061
214,2023/8/28 17:45,2023/8/28 17:50,0.04969697
215,2023/8/28 17:50,2023/8/28 17:55,0.048181818
216,2023/8/28 17:55,2023/8/28 18:00,0.046363636
217,2023/8/28 18:00,2023/8/28 18:05,0.045454545
218,2023/8/28 18:05,2023/8/28 18:10,0.044242424
219,2023/8/28 18:10,2023/8/28 18:15,0.042424242
220,2023/8/28 18:15,2023/8/28 18:20,0.04
221,2023/8/28 18:20,2023/8/28 18:25,0.038787879
222,2023/8/28 18:25,2023/8/28 18:30,0.037272727
223,2023/8/28 18:30,2023/8/28 18:35,0.036060606
224,2023/8/28 18:35,2023/8/28 18:40,0.034848485
225,2023/8/28 18:40,2023/8/28 18:45,0.033636364
226,2023/8/28 18:45,2023/8/28 18:50,0.032424242
227,2023/8/28 18:50,2023/8/28 18:55,0.031515152
228,2023/8/28 18:55,2023/8/28 19:00,0.030606061
229,2023/8/28 19:00,2023/8/28 19:05,0.03
230,2023/8/28 19:05,2023/8/28 19:10,0.029090909
231,2023/8/28 19:10,2023/8/28 19:15,0.028181818
232,2023/8/28 19:15,2023/8/28 19:20,0.027878788
233,2023/8/28 19:20,2023/8/28 19:25,0.027272727
234,2023/8/28 19:25,2023/8/28 19:30,0.026666667
235,2023/8/28 19:30,2023/8/28 19:35,0.026363636
236,2023/8/28 19:35,2023/8/28 19:40,0.025757576
237,2023/8/28 19:40,2023/8/28 19:45,0.025151515
238,2023/8/28 19:45,2023/8/28 19:50,0.024848485
239,2023/8/28 19:50,2023/8/28 19:55,0.024242424
240,2023/8/28 19:55,2023/8/28 20:00,0.023939394
241,2023/8/28 20:00,2023/8/28 20:05,0.023636364
242,2023/8/28 20:05,2023/8/28 20:10,0.023030303
243,2023/8/28 20:10,2023/8/28 20:15,0.022727273
244,2023/8/28 20:15,2023/8/28 20:20,0.022121212
245,2023/8/28 20:20,2023/8/28 20:25,0.021515152
246,2023/8/28 20:25,2023/8/28 20:30,0.021212121
247,2023/8/28 20:30,2023/8/28 20:35,0.021515152
248,2023/8/28 20:35,2023/8/28 20:40,0.020909091
249,2023/8/28 20:40,2023/8/28 20:45,0.02030303
250,2023/8/28 20:45,2023/8/28 20:50,0.01969697
251,2023/8/28 20:50,2023/8/28 20:55,0.019393939
252,2023/8/28 20:55,2023/8/28 21:00,0.018484848
253,2023/8/28 21:00,2023/8/28 21:05,0.017878788
254,2023/8/28 21:05,2023/8/28 21:10,0.017272727
255,2023/8/28 21:10,2023/8/28 21:15,0.016363636
256,2023/8/28 21:15,2023/8/28 21:20,0.015757576
257,2023/8/28 21:20,2023/8/28 21:25,0.014848485
258,2023/8/28 21:25,2023/8/28 21:30,0.013636364
259,2023/8/28 21:30,2023/8/28 21:35,0.013030303
260,2023/8/28 21:35,2023/8/28 21:40,0.012121212
261,2023/8/28 21:40,2023/8/28 21:45,0.011212121
262,2023/8/28 21:45,2023/8/28 21:50,0.01030303
263,2023/8/28 21:50,2023/8/28 21:55,0.00969697
264,2023/8/28 21:55,2023/8/28 22:00,0.009393939
265,2023/8/28 22:00,2023/8/28 22:05,0.009090909
266,2023/8/28 22:05,2023/8/28 22:10,0.008484848
267,2023/8/28 22:10,2023/8/28 22:15,0.008484848
268,2023/8/28 22:15,2023/8/28 22:20,0.008181818
269,2023/8/28 22:20,2023/8/28 22:25,0.007878788
270,2023/8/28 22:25,2023/8/28 22:30,0.007878788
271,2023/8/28 22:30,2023/8/28 22:35,0.007878788
272,2023/8/28 22:35,2023/8/28 22:40,0.007878788
273,2023/8/28 22:40,2023/8/28 22:45,0.007575758
274,2023/8/28 22:45,2023/8/28 22:50,0.007272727
275,2023/8/28 22:50,2023/8/28 22:55,0.006969697
276,2023/8/28 22:55,2023/8/28 23:00,0.006666667
277,2023/8/28 23:00,2023/8/28 23:05,0.006363636
278,2023/8/28 23:05,2023/8/28 23:10,0.006060606
279,2023/8/28 23:10,2023/8/28 23:15,0.005454545
280,2023/8/28 23:15,2023/8/28 23:20,0.005454545
281,2023/8/28 23:20,2023/8/28 23:25,0.005151515
282,2023/8/28 23:25,2023/8/28 23:30,0.004848485
283,2023/8/28 23:30,2023/8/28 23:35,0.004848485
284,2023/8/28 23:35,2023/8/28 23:40,0.004848485
285,2023/8/28 23:40,2023/8/28 23:45,0.004545455
286,2023/8/28 23:45,2023/8/28 23:50,0.004545455
287,2023/8/28 23:50,2023/8/28 23:55,0.004545455
288,2023/8/28 23:55,2023/8/29 0:00,0.004545455
