id_encode,ds,power
16,20230421,1125.86869422915
17,20230415,485.3147954532664
17,20230416,485.3147954532664
17,20230417,485.3147954532664
17,20230418,485.3147954532664
17,20230419,485.3147954532664
17,20230420,485.3147954532664
17,20230421,485.3147954532664
18,20230415,276.6769099269502
18,20230416,276.6769099269502
18,20230417,276.6769099269502
18,20230418,276.6769099269502
18,20230419,276.6769099269502
18,20230420,276.6769099269502
18,20230421,276.6769099269502
19,20230415,1082.3996455357503
19,20230416,1082.3996455357503
19,20230417,1082.3996455357503
19,20230418,1082.3996455357503
19,20230419,1082.3996455357503
19,20230420,1082.3996455357503
19,20230421,1082.3996455357503
20,20230415,270.2854495060888
20,20230416,270.2854495060888
20,20230417,270.2854495060888
20,20230418,270.2854495060888
20,20230419,270.2854495060888
20,20230420,270.2854495060888
20,20230421,270.2854495060888
21,20230415,592.0447737039367
21,20230416,592.0447737039367
21,20230417,592.0447737039367
21,20230418,592.0447737039367
21,20230419,592.0447737039367
21,20230420,592.0447737039367
21,20230421,592.0447737039367
22,20230415,2634.898013957324
22,20230416,2634.898013957324
22,20230417,2634.898013957324
22,20230418,2634.898013957324
22,20230419,2634.898013957324
22,20230420,2634.898013957324
22,20230421,2634.898013957324
23,20230415,684.6261633313507
23,20230416,684.6261633313507
23,20230417,684.6261633313507
23,20230418,684.6261633313507
23,20230419,684.6261633313507
23,20230420,684.6261633313507
23,20230421,684.6261633313507
24,20230415,2414.2974699214324
24,20230416,2414.2974699214324
24,20230417,2414.2974699214324
24,20230418,2390.9281559296774
24,20230419,2390.9281559296774
24,20230420,2390.9281559296774
24,20230421,2390.9281559296774
25,20230415,1544.3962814963697
25,20230416,1544.3962814963697
25,20230417,1544.3962814963697
25,20230418,1544.3962814963697
25,20230419,1544.3962814963697
25,20230420,1544.3962814963697
25,20230421,1544.3962814963697
26,20230415,817.9620084699867
26,20230416,817.9620084699867
26,20230417,817.9620084699867
26,20230418,817.9620084699867
26,20230419,817.9620084699867
26,20230420,817.9620084699867
26,20230421,817.9620084699867
27,20230415,911.4473895224411
27,20230416,911.4473895224411
27,20230417,911.4473895224411
27,20230418,911.4473895224411
27,20230419,911.4473895224411
27,20230420,911.4473895224411
27,20230421,911.4473895224411
28,20230415,301.7079676349692
28,20230416,301.7079676349692
28,20230417,301.7079676349692
28,20230418,301.7079676349692
28,20230419,301.7079676349692
28,20230420,301.7079676349692
28,20230421,301.7079676349692
29,20230415,967.6245487927381
29,20230416,967.6245487927381
29,20230417,967.6245487927381
29,20230418,967.6245487927381
29,20230419,967.6245487927381
29,20230420,967.6245487927381
29,20230421,967.6245487927381
30,20230415,212.7082850356888
30,20230416,212.7082850356888
30,20230417,212.7082850356888
30,20230418,212.7082850356888
30,20230419,212.7082850356888
30,20230420,212.7082850356888
30,20230421,212.7082850356888
31,20230415,203.05197529731137
31,20230416,203.05197529731137
31,20230417,203.05197529731137
31,20230418,203.05197529731137
31,20230419,203.05197529731137
31,20230420,203.05197529731137
31,20230421,203.05197529731137
32,20230415,254.97832060650697
32,20230416,254.97832060650697
32,20230417,254.97832060650697
32,20230418,254.97832060650697
32,20230419,254.97832060650697
32,20230420,254.97832060650697
32,20230421,254.97832060650697
33,20230415,909.6972528860945
33,20230416,909.6972528860945
33,20230417,909.6972528860945
33,20230418,909.6972528860945
33,20230419,909.6972528860945
33,20230420,909.6972528860945
33,20230421,909.6972528860945
34,20230415,2396.090154101173
34,20230416,2396.090154101173
34,20230417,2396.090154101173
34,20230418,2396.090154101173
34,20230419,2396.090154101173
34,20230420,2396.090154101173
34,20230421,2396.090154101173
35,20230415,462.8136674438946
35,20230416,462.8136674438946
35,20230417,462.8136674438946
35,20230418,462.8136674438946
35,20230419,462.8136674438946
35,20230420,462.8136674438946
35,20230421,462.8136674438946
36,20230415,1080.520400790234
36,20230416,1080.520400790234
36,20230417,1080.520400790234
36,20230418,1080.520400790234
36,20230419,1080.520400790234
36,20230420,1080.520400790234
36,20230421,1080.520400790234
37,20230415,2582.679099343415
37,20230416,2582.679099343415
37,20230417,2582.679099343415
37,20230418,2582.679099343415
37,20230419,2582.679099343415
37,20230420,2582.679099343415
37,20230421,2582.679099343415
38,20230415,1602.7808978703306
38,20230416,1602.7808978703306
38,20230417,1602.7808978703306
38,20230418,1492.910707675157
38,20230419,1492.910707675157
38,20230420,1492.910707675157
38,20230421,1492.910707675157
39,20230415,290.25690128066145
39,20230416,290.25690128066145
39,20230417,290.25690128066145
39,20230418,290.25690128066145
39,20230419,290.25690128066145
39,20230420,290.25690128066145
39,20230421,290.25690128066145
40,20230415,249.66419897396472
40,20230416,249.66419897396472
40,20230417,249.66419897396472
40,20230418,249.66419897396472
40,20230419,249.66419897396472
40,20230420,249.66419897396472
40,20230421,249.66419897396472
41,20230415,267.89389014544776
41,20230416,267.89389014544776
41,20230417,267.89389014544776
41,20230418,267.89389014544776
41,20230419,267.89389014544776
41,20230420,267.89389014544776
41,20230421,267.89389014544776
42,20230415,260.448202886935
42,20230416,260.448202886935
42,20230417,260.448202886935
42,20230418,260.448202886935
42,20230419,260.448202886935
42,20230420,260.448202886935
42,20230421,260.448202886935
43,20230415,926.640415355297
43,20230416,926.640415355297
43,20230417,926.640415355297
43,20230418,926.640415355297
43,20230419,926.640415355297
43,20230420,926.640415355297
43,20230421,926.640415355297
44,20230415,249.9518100361042
44,20230416,249.9518100361042
44,20230417,249.9518100361042
44,20230418,249.9518100361042
44,20230419,249.9518100361042
44,20230420,249.9518100361042
44,20230421,249.9518100361042
45,20230415,683.2393055709094
45,20230416,683.2393055709094
45,20230417,683.2393055709094
45,20230418,683.2393055709094
45,20230419,683.2393055709094
45,20230420,683.2393055709094
45,20230421,683.2393055709094
46,20230415,248.90547591477676
46,20230416,248.90547591477676
46,20230417,248.90547591477676
46,20230418,248.90547591477676
46,20230419,248.90547591477676
46,20230420,248.90547591477676
46,20230421,248.90547591477676
47,20230415,292.2579089054658
47,20230416,292.2579089054658
47,20230417,292.2579089054658
47,20230418,292.2579089054658
47,20230419,292.2579089054658
47,20230420,292.2579089054658
47,20230421,292.2579089054658
48,20230415,1758.7265410670548
48,20230416,1758.7265410670548
48,20230417,1758.7265410670548
48,20230418,1748.2301482162238
48,20230419,1748.2301482162238
48,20230420,1748.2301482162238
48,20230421,1748.2301482162238
49,20230415,533.4805319037113
49,20230416,533.4805319037113
49,20230417,533.4805319037113
49,20230418,533.4805319037113
49,20230419,533.4805319037113
49,20230420,533.4805319037113
49,20230421,533.4805319037113
50,20230415,301.7079676349692
50,20230416,301.7079676349692
50,20230417,301.7079676349692
50,20230418,289.1220726358267
50,20230419,289.1220726358267
50,20230420,289.1220726358267
50,20230421,289.1220726358267
51,20230415,502.68848187058506
51,20230416,502.68848187058506
51,20230417,502.68848187058506
51,20230418,502.68848187058506
51,20230419,533.7920326304062
51,20230420,533.7920326304062
51,20230421,533.7920326304062
52,20230415,3094.957034168657
52,20230416,3094.957034168657
52,20230417,3094.957034168657
52,20230418,3094.957034168657
52,20230419,3094.957034168657
52,20230420,3094.957034168657
52,20230421,3094.957034168657
53,20230415,3574.682375540779
53,20230416,3574.682375540779
53,20230417,3574.682375540779
53,20230418,3574.682375540779
53,20230419,3574.682375540779
53,20230420,3574.682375540779
53,20230421,3574.682375540779
54,20230415,700.4785304237571
54,20230416,700.4785304237571
54,20230417,700.4785304237571
54,20230418,700.4785304237571
54,20230419,700.4785304237571
54,20230420,700.4785304237571
54,20230421,700.4785304237571
55,20230415,1030.4057939633426
55,20230416,1030.4057939633426
55,20230417,1030.4057939633426
55,20230418,1030.4057939633426
55,20230419,1030.4057939633426
55,20230420,1030.4057939633426
55,20230421,1030.4057939633426
56,20230415,2244.489426584819
56,20230416,2244.489426584819
56,20230417,2244.489426584819
56,20230418,2244.489426584819
56,20230419,2244.489426584819
56,20230420,2244.489426584819
56,20230421,2244.489426584819
57,20230415,999.4124409531627
57,20230416,999.4124409531627
57,20230417,999.4124409531627
57,20230418,999.4124409531627
57,20230419,999.4124409531627
57,20230420,999.4124409531627
57,20230421,999.4124409531627
58,20230415,202.0056411759839
58,20230416,202.0056411759839
58,20230417,202.0056411759839
58,20230418,202.0056411759839
58,20230419,202.0056411759839
58,20230420,202.0056411759839
58,20230421,202.0056411759839
59,20230415,899.990376899321
59,20230416,899.990376899321
59,20230417,899.990376899321
59,20230418,899.990376899321
59,20230419,899.990376899321
59,20230420,899.990376899321
59,20230421,899.990376899321
60,20230415,195.1492519993101
60,20230416,195.1492519993101
60,20230417,195.1492519993101
60,20230418,195.1492519993101
60,20230419,195.1492519993101
60,20230420,195.1492519993101
60,20230421,195.1492519993101
61,20230415,259.40186876560756
61,20230416,259.40186876560756
61,20230417,259.40186876560756
61,20230418,259.40186876560756
61,20230419,259.40186876560756
61,20230420,259.40186876560756
61,20230421,259.40186876560756
62,20230415,254.97832060650697
62,20230416,254.97832060650697
62,20230417,254.97832060650697
62,20230418,254.97832060650697
62,20230419,254.97832060650697
62,20230420,254.97832060650697
62,20230421,254.97832060650697
63,20230415,389.76798700278516
63,20230416,389.76798700278516
63,20230417,389.76798700278516
63,20230418,389.76798700278516
63,20230419,389.76798700278516
63,20230420,389.76798700278516
63,20230421,389.76798700278516
64,20230415,342.2313927746591
64,20230416,342.2313927746591
64,20230417,342.2313927746591
64,20230418,342.2313927746591
64,20230419,342.2313927746591
64,20230420,342.2313927746591
64,20230421,342.2313927746591
65,20230415,373.44063470679407
65,20230416,373.44063470679407
65,20230417,373.44063470679407
65,20230418,373.44063470679407
65,20230419,389.76798700278516
65,20230420,389.76798700278516
65,20230421,389.76798700278516
66,20230415,2796.9082892421525
66,20230416,2796.9082892421525
66,20230417,2796.9082892421525
66,20230418,2796.9082892421525
66,20230419,2796.9082892421525
66,20230420,2796.9082892421525
66,20230421,2796.9082892421525
67,20230415,1266.421217225975
67,20230416,1266.421217225975
67,20230417,1266.421217225975
67,20230418,1266.421217225975
67,20230419,1266.421217225975
67,20230420,1266.421217225975
67,20230421,1266.421217225975
68,20230415,207.59318163958974
68,20230416,207.59318163958974
68,20230417,207.59318163958974
68,20230418,207.59318163958974
68,20230419,207.59318163958974
68,20230420,207.59318163958974
68,20230421,207.59318163958974
69,20230415,379.21046735353417
69,20230416,379.21046735353417
69,20230417,379.21046735353417
69,20230418,379.21046735353417
69,20230419,379.21046735353417
69,20230420,379.21046735353417
69,20230421,379.21046735353417
70,20230415,285.8715970616788
70,20230416,285.8715970616788
70,20230417,285.8715970616788
70,20230418,285.8715970616788
70,20230419,285.8715970616788
70,20230420,285.8715970616788
70,20230421,285.8715970616788
71,20230415,350.1852048121091
71,20230416,350.1852048121091
71,20230417,350.1852048121091
71,20230418,350.1852048121091
71,20230419,350.1852048121091
71,20230420,350.1852048121091
71,20230421,350.1852048121091
72,20230415,218.29582549929458
72,20230416,218.29582549929458
72,20230417,218.29582549929458
72,20230418,218.29582549929458
72,20230419,218.29582549929458
72,20230420,218.29582549929458
72,20230421,218.29582549929458
73,20230415,259.40186876560756
73,20230416,259.40186876560756
73,20230417,259.40186876560756
73,20230418,259.40186876560756
73,20230419,259.40186876560756
73,20230420,259.40186876560756
73,20230421,259.40186876560756
74,20230415,1040.0355443564017
74,20230416,1040.0355443564017
74,20230417,1040.0355443564017
74,20230418,1040.0355443564017
74,20230419,1040.0355443564017
74,20230420,1040.0355443564017
74,20230421,1040.0355443564017
75,20230415,892.7739150738848
75,20230416,892.7739150738848
75,20230417,892.7739150738848
75,20230418,892.7739150738848
75,20230419,892.7739150738848
75,20230420,892.7739150738848
75,20230421,892.7739150738848
76,20230415,509.52031127393167
76,20230416,509.52031127393167
76,20230417,509.52031127393167
76,20230418,509.52031127393167
76,20230419,509.52031127393167
76,20230420,509.52031127393167
76,20230421,509.52031127393167
77,20230415,772.1228947338452
77,20230416,772.1228947338452
77,20230417,772.1228947338452
77,20230418,772.1228947338452
77,20230419,772.1228947338452
77,20230420,772.1228947338452
77,20230421,772.1228947338452
78,20230415,899.990376899321
78,20230416,899.990376899321
78,20230417,899.990376899321
78,20230418,899.990376899321
78,20230419,899.990376899321
78,20230420,899.990376899321
78,20230421,899.990376899321
79,20230415,1255.5535055661476
79,20230416,1255.5535055661476
79,20230417,1255.5535055661476
79,20230418,1255.5535055661476
79,20230419,1255.5535055661476
79,20230420,1255.5535055661476
79,20230421,1255.5535055661476
80,20230415,394.87769398653717
80,20230416,394.87769398653717
80,20230417,394.87769398653717
80,20230418,394.87769398653717
80,20230419,394.87769398653717
80,20230420,394.87769398653717
80,20230421,394.87769398653717
81,20230415,373.44063470679407
81,20230416,373.44063470679407
81,20230417,373.44063470679407
81,20230418,373.44063470679407
81,20230419,389.76798700278516
81,20230420,389.76798700278516
81,20230421,389.76798700278516
82,20230415,269.23911538476136
82,20230416,269.23911538476136
82,20230417,269.23911538476136
82,20230418,269.23911538476136
82,20230419,269.23911538476136
82,20230420,269.23911538476136
82,20230421,269.23911538476136
83,20230415,431.1912410050529
83,20230416,431.1912410050529
83,20230417,431.1912410050529
83,20230418,431.1912410050529
83,20230419,431.1912410050529
83,20230420,431.1912410050529
83,20230421,431.1912410050529
84,20230415,1161.4256307834155
84,20230416,1161.4256307834155
84,20230417,1161.4256307834155
84,20230418,1161.4256307834155
84,20230419,1161.4256307834155
84,20230420,1161.4256307834155
84,20230421,1161.4256307834155
85,20230415,3565.478923659554
85,20230416,3565.478923659554
85,20230417,3565.478923659554
85,20230418,3565.478923659554
85,20230419,3565.478923659554
85,20230420,3565.478923659554
85,20230421,3565.478923659554
86,20230415,694.8285448431852
86,20230416,694.8285448431852
86,20230417,694.8285448431852
86,20230418,694.8285448431852
86,20230419,694.8285448431852
86,20230420,694.8285448431852
86,20230421,694.8285448431852
87,20230415,322.32415953554147
87,20230416,322.32415953554147
87,20230417,322.32415953554147
87,20230418,322.32415953554147
87,20230419,322.32415953554147
87,20230420,322.32415953554147
87,20230421,322.32415953554147
88,20230415,899.990376899321
88,20230416,899.990376899321
88,20230417,899.990376899321
88,20230418,899.990376899321
88,20230419,899.990376899321
88,20230420,899.990376899321
88,20230421,899.990376899321
89,20230415,267.1746227738903
89,20230416,267.1746227738903
89,20230417,267.1746227738903
89,20230418,267.1746227738903
89,20230419,267.1746227738903
89,20230420,267.1746227738903
89,20230421,267.1746227738903
90,20230415,791.7747217278209
90,20230416,791.7747217278209
90,20230417,791.7747217278209
90,20230418,791.7747217278209
90,20230419,791.7747217278209
90,20230420,791.7747217278209
90,20230421,791.7747217278209
91,20230415,1039.6051567464174
91,20230416,1039.6051567464174
91,20230417,1039.6051567464174
91,20230418,1039.6051567464174
91,20230419,1039.6051567464174
91,20230420,1039.6051567464174
91,20230421,1039.6051567464174
92,20230415,347.7450593468327
92,20230416,347.7450593468327
92,20230417,347.7450593468327
92,20230418,347.7450593468327
92,20230419,347.7450593468327
92,20230420,347.7450593468327
92,20230421,347.7450593468327
93,20230415,366.71551760034237
93,20230416,366.71551760034237
93,20230417,366.71551760034237
93,20230418,366.71551760034237
93,20230419,366.71551760034237
93,20230420,366.71551760034237
93,20230421,366.71551760034237
94,20230415,284.8227685768988
94,20230416,284.8227685768988
94,20230417,284.8227685768988
94,20230418,284.8227685768988
94,20230419,284.8227685768988
94,20230420,284.8227685768988
94,20230421,284.8227685768988
95,20230415,1342.1657114800144
95,20230416,1342.1657114800144
95,20230417,1342.1657114800144
95,20230418,1342.1657114800144
95,20230419,1342.1657114800144
95,20230420,1342.1657114800144
95,20230421,1342.1657114800144
96,20230415,615.9082720391347
96,20230416,615.9082720391347
96,20230417,615.9082720391347
96,20230418,615.9082720391347
96,20230419,615.9082720391347
96,20230420,615.9082720391347
96,20230421,615.9082720391347
97,20230415,501.6421477492577
97,20230416,501.6421477492577
97,20230417,501.6421477492577
97,20230418,501.6421477492577
97,20230419,501.6421477492577
97,20230420,501.6421477492577
97,20230421,501.6421477492577
98,20230415,625.6678592939544
98,20230416,625.6678592939544
98,20230417,625.6678592939544
98,20230418,625.6678592939544
98,20230419,625.6678592939544
98,20230420,625.6678592939544
98,20230421,625.6678592939544
99,20230415,1096.9086643026285
99,20230416,1096.9086643026285
99,20230417,1096.9086643026285
99,20230418,1096.9086643026285
99,20230419,1096.9086643026285
99,20230420,1096.9086643026285
99,20230421,1096.9086643026285
100,20230415,259.40186876560756
100,20230416,259.40186876560756
100,20230417,259.40186876560756
100,20230418,259.40186876560756
100,20230419,259.40186876560756
100,20230420,259.40186876560756
100,20230421,259.40186876560756
101,20230415,325.6646535570042
101,20230416,325.6646535570042
101,20230417,325.6646535570042
101,20230418,325.6646535570042
101,20230419,325.6646535570042
101,20230420,325.6646535570042
101,20230421,325.6646535570042
102,20230415,195.1492519993101
102,20230416,195.1492519993101
102,20230417,195.1492519993101
102,20230418,195.1492519993101
102,20230419,195.1492519993101
102,20230420,195.1492519993101
102,20230421,195.1492519993101
103,20230415,1132.9876363747755
103,20230416,1132.9876363747755
103,20230417,1132.9876363747755
103,20230418,1132.9876363747755
103,20230419,1132.9876363747755
103,20230420,1132.9876363747755
103,20230421,1132.9876363747755
104,20230415,874.2619826639873
104,20230416,874.2619826639873
104,20230417,874.2619826639873
104,20230418,874.2619826639873
104,20230419,874.2619826639873
104,20230420,874.2619826639873
104,20230421,874.2619826639873
105,20230415,840.5910528434326
105,20230416,840.5910528434326
105,20230417,840.5910528434326
105,20230418,840.5910528434326
105,20230419,840.5910528434326
105,20230420,840.5910528434326
105,20230421,840.5910528434326
106,20230415,899.990376899321
106,20230416,899.990376899321
106,20230417,899.990376899321
106,20230418,899.990376899321
106,20230419,899.990376899321
106,20230420,899.990376899321
106,20230421,899.990376899321
107,20230415,986.518991782711
107,20230416,986.518991782711
107,20230417,986.518991782711
107,20230418,986.518991782711
107,20230419,986.518991782711
107,20230420,986.518991782711
107,20230421,986.518991782711
108,20230415,1152.0433644902828
108,20230416,1152.0433644902828
108,20230417,1152.0433644902828
108,20230418,1152.0433644902828
108,20230419,1152.0433644902828
108,20230420,1152.0433644902828
108,20230421,1152.0433644902828
109,20230415,961.8938743761199
109,20230416,961.8938743761199
109,20230417,961.8938743761199
109,20230418,961.8938743761199
109,20230419,961.8938743761199
109,20230420,961.8938743761199
109,20230421,961.8938743761199
110,20230415,201.7699615812917
110,20230416,201.7699615812917
110,20230417,201.7699615812917
110,20230418,201.7699615812917
110,20230419,201.7699615812917
110,20230420,201.7699615812917
110,20230421,201.7699615812917
111,20230415,1734.127307524919
111,20230416,1734.127307524919
111,20230417,1734.127307524919
111,20230418,1734.127307524919
111,20230419,1734.127307524919
111,20230420,1734.127307524919
111,20230421,1734.127307524919
112,20230415,813.0263921170892
112,20230416,813.0263921170892
112,20230417,813.0263921170892
112,20230418,813.0263921170892
112,20230419,813.0263921170892
112,20230420,813.0263921170892
112,20230421,813.0263921170892
113,20230415,1002.6374971568924
113,20230416,1002.6374971568924
113,20230417,1002.6374971568924
113,20230418,1002.6374971568924
113,20230419,1002.6374971568924
113,20230420,1002.6374971568924
113,20230421,1002.6374971568924
114,20230415,1401.2018922612665
114,20230416,1401.2018922612665
114,20230417,1401.2018922612665
114,20230418,1401.2018922612665
114,20230419,1401.2018922612665
114,20230420,1401.2018922612665
114,20230421,1401.2018922612665
115,20230415,1157.2943408037363
115,20230416,1157.2943408037363
115,20230417,1157.2943408037363
115,20230418,1157.2943408037363
115,20230419,1157.2943408037363
115,20230420,1157.2943408037363
115,20230421,1157.2943408037363
116,20230415,777.404204260967
116,20230416,777.404204260967
116,20230417,777.404204260967
116,20230418,777.404204260967
116,20230419,777.404204260967
116,20230420,777.404204260967
116,20230421,777.404204260967
117,20230415,567.9968777037924
117,20230416,567.9968777037924
117,20230417,567.9968777037924
117,20230418,567.9968777037924
117,20230419,567.9968777037924
117,20230420,567.9968777037924
117,20230421,567.9968777037924
118,20230415,1463.6922986835643
118,20230416,1463.6922986835643
118,20230417,1463.6922986835643
118,20230418,1463.6922986835643
118,20230419,1463.6922986835643
118,20230420,1463.6922986835643
118,20230421,1463.6922986835643
119,20230415,267.0689124689166
119,20230416,267.0689124689166
119,20230417,267.0689124689166
119,20230418,267.0689124689166
119,20230419,267.0689124689166
119,20230420,267.0689124689166
119,20230421,267.0689124689166
120,20230415,1052.4401600875563
120,20230416,1052.4401600875563
120,20230417,1052.4401600875563
120,20230418,1052.4401600875563
120,20230419,1052.4401600875563
120,20230420,1052.4401600875563
120,20230421,1052.4401600875563
121,20230415,2609.4947116795097
121,20230416,2609.4947116795097
121,20230417,2609.4947116795097
121,20230418,2609.4947116795097
121,20230419,2609.4947116795097
121,20230420,2609.4947116795097
121,20230421,2609.4947116795097
122,20230415,655.4538912722919
122,20230416,655.4538912722919
122,20230417,655.4538912722919
122,20230418,655.4538912722919
122,20230419,655.4538912722919
122,20230420,655.4538912722919
122,20230421,655.4538912722919
123,20230415,879.7157512505123
123,20230416,879.7157512505123
123,20230417,879.7157512505123
123,20230418,879.7157512505123
123,20230419,879.7157512505123
123,20230420,879.7157512505123
123,20230421,879.7157512505123
124,20230415,232.25347989944453
124,20230416,232.25347989944453
124,20230417,232.25347989944453
124,20230418,232.25347989944453
124,20230419,232.25347989944453
124,20230420,232.25347989944453
124,20230421,232.25347989944453
125,20230415,1243.0475025669912
125,20230416,1243.0475025669912
125,20230417,1243.0475025669912
125,20230418,1243.0475025669912
125,20230419,1243.0475025669912
125,20230420,1243.0475025669912
125,20230421,1243.0475025669912
126,20230415,1893.9586553831168
126,20230416,1893.9586553831168
126,20230417,1893.9586553831168
126,20230418,1893.9586553831168
126,20230419,1893.9586553831168
126,20230420,1893.9586553831168
126,20230421,1893.9586553831168
127,20230415,791.4986379840891
127,20230416,791.4986379840891
127,20230417,791.4986379840891
127,20230418,791.4986379840891
127,20230419,791.4986379840891
127,20230420,791.4986379840891
127,20230421,791.4986379840891
128,20230415,362.66272866297027
128,20230416,362.66272866297027
128,20230417,362.66272866297027
128,20230418,362.66272866297027
128,20230419,362.66272866297027
128,20230420,362.66272866297027
128,20230421,362.66272866297027
129,20230415,1333.9473688911642
129,20230416,1333.9473688911642
129,20230417,1333.9473688911642
129,20230418,1333.9473688911642
129,20230419,1333.9473688911642
129,20230420,1333.9473688911642
129,20230421,1333.9473688911642
130,20230415,261.59903018848854
130,20230416,261.59903018848854
130,20230417,261.59903018848854
130,20230418,261.59903018848854
130,20230419,261.59903018848854
130,20230420,261.59903018848854
130,20230421,261.59903018848854
131,20230415,2006.9869052954866
131,20230416,2006.9869052954866
131,20230417,2006.9869052954866
131,20230418,2006.9869052954866
131,20230419,2006.9869052954866
131,20230420,2006.9869052954866
131,20230421,2006.9869052954866
132,20230415,268.6013109066214
132,20230416,268.6013109066214
132,20230417,268.6013109066214
132,20230418,268.6013109066214
132,20230419,268.6013109066214
132,20230420,268.6013109066214
132,20230421,268.6013109066214
133,20230415,1961.297930227322
133,20230416,1961.297930227322
133,20230417,1961.297930227322
133,20230418,1961.297930227322
133,20230419,1961.297930227322
133,20230420,1961.297930227322
133,20230421,1961.297930227322
134,20230415,554.0767944181497
134,20230416,554.0767944181497
134,20230417,554.0767944181497
134,20230418,554.0767944181497
134,20230419,554.0767944181497
134,20230420,554.0767944181497
134,20230421,554.0767944181497
135,20230415,414.8771845780104
135,20230416,414.8771845780104
135,20230417,414.8771845780104
135,20230418,414.8771845780104
135,20230419,414.8771845780104
135,20230420,414.8771845780104
135,20230421,414.8771845780104
136,20230415,207.35750204489744
136,20230416,207.35750204489744
136,20230417,207.35750204489744
136,20230418,207.35750204489744
136,20230419,207.35750204489744
136,20230420,207.35750204489744
136,20230421,207.35750204489744
137,20230415,201.7699615812917
137,20230416,201.7699615812917
137,20230417,201.7699615812917
137,20230418,201.7699615812917
137,20230419,201.7699615812917
137,20230420,201.7699615812917
137,20230421,201.7699615812917
138,20230415,1138.8382962408562
138,20230416,1138.8382962408562
138,20230417,1138.8382962408562
138,20230418,1138.8382962408562
138,20230419,1138.8382962408562
138,20230420,1138.8382962408562
138,20230421,1138.8382962408562
139,20230415,994.7818489525722
139,20230416,994.7818489525722
139,20230417,994.7818489525722
139,20230418,994.7818489525722
139,20230419,994.7818489525722
139,20230420,994.7818489525722
139,20230421,994.7818489525722
140,20230415,1002.0878711465432
140,20230416,1002.0878711465432
140,20230417,1002.0878711465432
140,20230418,1002.0878711465432
140,20230419,1002.0878711465432
140,20230420,1002.0878711465432
140,20230421,1002.0878711465432
