user_id,total_transactions_cnt,total_transactions_amt,transfer_cnt,transfer_amt,transfer_mean,max_consume_amt,consume_order_ratio,business_travel_cnt,business_travel_amt,business_travel_avg_amt,public_pay_amt,mon_consume_frq,consumption_channel,online_cnt,online_amt,online_avg_amt,mon_online_frq,dining_cnt,dining_amt,dining_avg_amt,mon_business_travel_frq,car_cnt,car_amt,phone_fee_cnt,phone_fee_amt,credit_card_repay_amt,cash_advance_cnt,is_installment,credit_card_repay_cnt,cash_advance_amt,payroll,withdraw_cnt,withdraw_amt,total_deposit,total_withdraw,internet_media_cnt,internet_media_amt,return_cnt,online_buy_first_date,online_buy_last_date,high_consumption,43,recency,frequency,monetary
177634,1401,3385765.55,45,776197.88,17248.84178,69900,0.197002141,0,0,0,0,23,CreditCardPay,10,3143.13,314.313,1.666666667,0,0,0,0,0,0,4,2961.28,7,5809.86,0,0,0,1,53,677063.8,146800,4200,2,75.96,1,2017/1/1 3:55,2017/9/25 7:32,1,0,47.31837963,276,463968.63
186371,2129,3552702.74,108,284917.6,2638.125926,19999,0.373414749,0,0,0,1809.1,56.78571429,CreditCardPay,461,18683.29,40.52774403,41.90909091,12,797.6,66.46666667,0,0,0,63,13773.43,302,1322980.61,1,0,0,0,24,61954.22,0,1200,1,81.6,20,2017/1/3 9:13,2017/11/22 10:52,0,0,25.10829861,795,531944.82
188140,398,1363013.95,57,54033.83,947.9619298,93280,0.341708543,2,566.38,283.19,0,9.066666667,CreditCardPay,62,10038.35,161.908871,7.75,1,128,128,1,0,0,2,106.71,2,15.62,0,0,0,0,2,50010,0,0,0,0,10,2016/10/2 5:35,2017/11/28 3:05,1,0,31.46664352,136,380491.19
196493,163,27482.01,1,14.99,14.99,3385.09,0.840490798,0,0,0,0,10.53846154,AliPay,1,128,128,1,2,107.9,53.95,0,0,0,1,49.9,17,10480.5,0,0,0,0,0,0,2500,1000,0,0,0,2017/5/16 16:00,2017/5/16 16:00,0,0,34,137,14463.96
199949,213,176277.74,19,7724.22,406.5378947,8809.04,0.370892019,1,138.5,138.5,0,7.181818182,CreditCardPay,25,3402.01,136.0804,2.777777778,0,0,0,1,0,0,10,1593.29,33,59273.2,1,0,0,0,9,7979.33,0,0,1,218,1,2017/1/3 4:25,2017/11/24 16:00,0,0,37,79,38444.36
201099,46,132053.6,1,33439,33439,35000,0.847826087,0,0,0,0,9.75,AliPay,10,820.36,82.036,3.333333333,0,0,0,0,0,0,1,98.4,3,49839,0,0,0,1,0,0,0,0,0,0,0,2017/7/22 16:00,2017/9/26 16:00,1,1,59,39,53553.6
201782,320,77822.18,4,1110,277.5,4000,0.803125,0,0,0,0,21.41666667,AliPay,10,289.58,28.958,3.333333333,0,0,0,0,0,0,5,378.2,2,800,1,0,0,1,0,0,0,3300,0,0,0,2017/7/27 16:00,2017/10/25 16:00,0,0,29,257,41300.7
206536,752,637467.81,105,187338.88,1784.17981,7100,0.344414894,1,910,910,0,17.26666667,AliPay,161,17226.09,106.9943478,11.5,0,0,0,1,0,0,41,6251.86,12,22000.54,0,0,0,0,52,86502.84,0,0,1,10,37,2016/10/1 23:55,2017/11/12 2:28,0,0,49.56350694,259,36962.76
211109,6,705.9,0,0,0,78,0.666666667,0,0,0,0,2,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,2,530,0,0,0,0,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,44,4,175.9
212410,970,15749045.81,103,1851943.01,17980.02922,400000,0.380412371,4,1417.5,354.375,595.44,26.35714286,AliPay,209,48620.02,232.6316746,16.07692308,22,1484.9,67.49545455,2,0,0,7,614.65,19,140355.59,0,0,0,1,22,979091.18,0,25000,0,0,4,2016/10/7 5:17,2017/10/30 16:00,1,0,62,369,4253085.91
215767,62,76644.02,0,0,0,737.3,0.741935484,0,0,0,0,6.571428571,AliPay,8,1309.97,163.74625,2,0,0,0,0,0,0,1,99,9,69150,0,0,0,0,0,0,0,0,0,0,0,2017/6/5 16:00,2017/11/9 16:00,0,1,43,46,5048.73
230271,341,742586.01,0,0,0,19000,0.700879765,1,122,122,0,18.38461538,AliPay,2,365,182.5,1,0,0,0,1,4,1055,0,0,21,49419.61,0,0,0,1,0,0,0,36600,0,0,0,2016/7/31 1:08,2016/9/16 1:24,0,0,58,239,331065.63
235059,586,620091.13,5,1971,394.2,10000,0.730375427,2,4216,2108,0,32.92307692,AliPay,46,86936.1,1889.915217,23,0,0,0,1,0,0,1,99.6,72,153036.03,1,0,0,0,0,0,23795.51,14700,44,86462.5,3,2017/10/15 7:30,2017/11/7 18:43,0,0,37,428,325909.75
245407,528,153769.72,83,27886.21,335.9784337,2000,0.505681818,31,2901,93.58064516,0,22.25,AliPay,55,6895.77,125.3776364,5.5,30,4980.1,166.0033333,4.428571429,0,0,10,585.05,4,9000,0,0,0,0,2,1363.5,0,0,0,0,12,2017/1/11 14:52,2017/11/24 3:32,0,0,33,267,41898.91
249241,92,16196.83,0,0,0,6280,0.684782609,0,0,0,0,4.846153846,AliPay,17,1190.23,70.01352941,2.125,2,2,1,0,0,0,5,372.65,1,536.5,0,0,0,0,0,0,0,1000,0,0,2,2016/10/4 3:03,2017/10/16 16:00,0,0,53,63,13242.88
249484,699,2032051.66,1,4000,4000,50000,0.69527897,0,0,0,0,40.5,OthersPay,0,0,0,0,0,0,0,0,0,0,2,443,22,36165.98,1,0,0,0,0,0,0,98400,0,0,0,2012/12/31 16:00,2014/12/31 15:59,1,0,28,486,939067.3
258024,1459,345376.72,12,783.43,65.28583333,4250,0.52844414,0,0,0,0,59.30769231,AliPay,272,24298.5,89.33272059,20.92307692,81,2328.8,28.75061728,0,0,0,15,4862.44,61,44412.64,1,0,0,0,24,7569.49,23300,29600,1,199,9,2016/7/31 13:44,2017/7/23 15:43,0,0,161.0114699,771,124679.03
264461,293,197470.99,18,16774.54,931.9188889,13500,0.470989761,0,0,0,0,19.71428571,AliPay,27,905.92,33.55259259,5.4,1,34,34,0,0,0,15,651.99,0,0,0,0,0,0,10,11018.24,39300,0,0,0,2,2017/5/5 7:04,2017/10/18 3:31,0,0,70.39521991,138,71801.68
266554,68,308727.44,0,0,0,59000,0.661764706,0,0,0,0,4.090909091,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,2,7525.6,0,0,0,0,0,0,20600,10000,0,0,0,2012/12/31 16:00,2014/12/31 15:59,1,1,36.51635417,45,150603.43
271603,67,55200.3,0,0,0,2000,0.850746269,0,0,0,0,5.7,AliPay,2,516,258,2,0,0,0,0,0,0,16,900,8,23700,0,15,27000,0,0,0,0,0,0,0,0,2017/4/28 16:00,2017/4/28 16:00,0,1,44,57,29400.3
274966,414,3092626.8,0,0,0,190000,0.577294686,0,0,0,0,14.9375,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,6,13150.19,0,0,0,0,0,0,102600,43500,0,0,0,2012/12/31 16:00,2014/12/31 15:59,1,0,31.34792824,239,1595563.78
276282,192,126975.43,0,0,0,6000,0.541666667,0,0,0,0,7.428571429,CreditCardPay,0,0,0,0,0,0,0,0,0,0,0,0,10,1311,1,0,0,0,0,0,2000,2000,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,0,30,104,63288.04
278414,160,24132.11,3,3300,1100,2799,0.91875,1,100,100,0,14.7,AliPay,59,2738.68,46.41830508,6.555555556,0,0,0,0,0,0,6,346.98,8,8700,1,0,0,1,0,0,0,0,0,0,0,2017/2/21 16:00,2017/11/2 16:00,0,0,59,147,10864.11
284026,53,38062.02,5,2403.4,480.68,5000,0.660377358,0,0,0,0,4.375,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,5,2403.4,1,0,0,0,0,0,0,5700,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,33,35,17366.88
286859,128,75421.82,3,6280,2093.333333,5000,0.734375,1,105,105,0,7.230769231,OthersPay,1,19.7,19.7,1,0,0,0,0,0,0,5,1305,7,13350,0,12,5400,0,0,0,2587.56,16400,0,0,0,2017/5/24 16:00,2017/5/24 16:00,0,0,161.1645949,94,36632.26
293167,51,44851.87,2,1272,636,3400,0.509803922,0,0,0,102.96,26,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,33,26,20978.88
306654,1018,689369.11,95,158523.88,1668.672421,28000,0.444007859,4,1487,371.75,0,30.13333333,CreditCardPay,1,660,660,1,13,1686.2,129.7076923,1.333333333,3,720,7,607.7,26,49450.89,0,0,0,0,12,25941,30100,59400,4,62,12,2017/9/20 16:00,2017/9/20 16:00,1,0,27.72483796,452,178212.24
307420,564,1205091.28,40,188306.4,4707.66,20152,0.728723404,1,411,411,0,25.6875,AliPay,29,34770.32,1198.976552,2.636363636,0,0,0,1,0,0,0,0,45,285106.87,1,0,0,1,0,0,0,0,0,0,0,2016/7/8 16:00,2017/11/12 16:00,0,0,35,411,455709.09
308946,322,168186.14,19,39550.43,2081.601579,10000,0.708074534,0,0,0,0,15.2,AliPay,0,0,0,0,1,78,78,0,0,0,0,0,2,279.74,0,0,0,0,0,0,0,14500,0,0,4,2012/12/31 16:00,2014/12/31 15:59,0,0,44,228,75033.73
309009,276,104946.1,9,5737.9,637.5444444,10200,0.536231884,0,0,0,0,9.866666667,CreditCardPay,43,4411.19,102.585814,3.909090909,0,0,0,0,0,0,10,297.44,7,10976.28,0,0,0,0,8,3151,1900,7200,2,9.25,5,2016/10/1 1:53,2017/9/19 9:26,0,0,51,148,48257.18
318594,597,60742.92,5,650.13,130.026,6000,0.604690117,0,0,0,0,30.08333333,AliPay,201,16142.33,80.3100995,18.27272727,5,690,138,0,1,200,46,1767.01,19,10056,0,0,0,0,0,0,0,0,15,211.35,13,2017/1/13 3:53,2017/10/31 16:00,0,0,31,361,34269.53
321633,155,487152.21,16,164862,10303.875,13700,0.483870968,1,121,121,0,7.5,AliPay,5,5281.8,1056.36,1.25,2,186,93,1,5,2160.64,1,100,30,25261.4,0,0,0,0,6,155435,0,6000,0,0,1,2017/4/29 16:00,2017/8/12 16:47,0,0,32,75,77685.82
324613,125,1930448.59,7,72086.15,10298.02143,310445,0.632,0,0,0,0,8.777777778,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11096.02,6500,0,0,0,2012/12/31 16:00,2014/12/31 15:59,1,0,61.27978009,79,965559.51
328342,129,55116.94,3,1543,514.3333333,3000,0.674418605,0,0,0,0,5.8,AliPay,2,528.5,264.25,1,0,0,0,0,0,0,0,0,12,11688.85,0,0,0,0,0,0,0,6900,0,0,0,2017/2/16 16:00,2017/5/28 16:00,0,0,34,87,18939.32
336302,543,427355.96,40,174542.1,4363.5525,5000,0.484346225,0,0,0,0,17.53333333,AliPay,0,0,0,0,0,0,0,0,0,0,6,257.76,2,1354.2,0,0,0,0,6,73950,6100,10000,0,0,19,2012/12/31 16:00,2014/12/31 15:59,0,0,36,263,40648.68
353567,232,918153.39,0,0,0,42300,0.655172414,1,114,114,0,11.69230769,AliPay,7,133.09,19.01285714,3.5,0,0,0,1,1,200,0,0,3,6827.6,0,0,0,1,0,0,0,0,0,0,0,2017/10/23 16:00,2017/11/9 16:00,1,0,30,152,463011.51
356938,37,9562.54,8,1663,207.875,88,0.432432432,0,0,0,0,2.666666667,OthersPay,9,216.16,24.01777778,3,0,0,0,0,0,0,3,30.24,2,4000,0,0,0,0,3,1306,0,0,0,0,0,2017/3/24 2:10,2017/9/23 4:56,0,1,37,16,392.88
366331,561,1646238.97,118,827487.7,7012.607627,145000,0.385026738,10,3704.5,370.45,0,15.42857143,AliPay,105,15114.5,143.947619,8.75,16,804.66,50.29125,1.428571429,0,0,37,4914.81,8,45985.35,0,0,0,0,30,107192.37,0,3500,1,110,16,2016/12/30 16:18,2017/11/10 1:55,1,0,37,216,430063.41
369062,90,103349.26,6,18779.53,3129.921667,298.2,0.488888889,1,250,250,0,11,AliPay,14,1216.85,86.91785714,4.666666667,5,296.7,59.34,1,0,0,13,841.5,1,2407.11,0,0,0,0,2,18676.53,0,0,0,0,0,2017/7/23 16:00,2017/9/25 15:46,0,0,81.25385417,44,3747.85
373313,52,17222.87,0,0,0,2000,0.884615385,0,0,0,0,7.666666667,AliPay,6,52.68,8.78,3,0,0,0,0,0,0,0,0,5,7115.15,0,7,6700,0,0,0,0,0,0,0,0,2017/8/3 16:00,2017/9/22 16:00,0,1,30,46,10102.72
373709,665,808241.64,93,202919.59,2181.931075,5000,0.308270677,1,594,594,0,12.8125,AliPay,103,8788.08,85.32116505,7.357142857,0,0,0,1,0,0,51,4969.71,17,20362.33,0,0,0,0,80,125332.29,0,0,7,324.9,2,2016/9/8 4:56,2017/10/27 16:00,0,0,35,205,58124.56
374067,305,521910.29,96,236687.95,2465.499479,6900,0.527868852,0,0,0,0,11.5,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,8,8420,1,0,0,0,0,0,25500,37600,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,0,29,161,104574.67
378350,599,158024.5,34,6180.24,181.7717647,7520.5,0.520868114,0,0,0,0,20.8,AliPay,206,35374.65,171.7216019,13.73333333,2,240.6,120.3,0,0,0,7,3768.38,7,23379.45,0,2,2500,0,7,2247.34,0,2400,3,138.9,16,2016/9/30 1:27,2017/11/9 16:00,0,0,33,312,67720.28
384435,1850,2986963.53,214,562601.49,2628.978925,180000,0.364864865,2,52.91,26.455,0,37.5,CreditCardPay,325,53511.33,164.6502462,20.3125,3,310,103.3333333,1,0,0,43,2800.06,73,257324.42,1,0,0,0,56,340821.1,0,4000,0,0,14,2016/8/8 2:31,2017/11/8 17:51,1,0,28,675,618145.43
384471,715,288824.81,34,27761.99,816.5291176,5200,0.643356643,0,0,0,0,27.05882353,OthersPay,92,6326.52,68.76652174,8.363636364,1,86.9,86.9,0,0,0,19,1312.68,25,44325.87,1,18,12100,1,4,2079.07,0,32895.9,3,2549,3,2016/11/30 7:12,2017/11/25 16:00,0,0,8,460,109746.67
394704,393,75097.63,1,24,24,2000,0.68956743,1,80,80,0,16.9375,OthersPay,90,6254.42,69.49355556,7.5,4,176.6,44.15,1,0,0,35,1653,30,22361,1,25,27000,0,0,0,0,0,0,0,3,2016/10/31 13:25,2017/10/1 8:41,0,0,31,271,44033.6
408917,33,9645.71,0,0,0,2000,0.96969697,4,613,153.25,0,10.66666667,AliPay,13,4129.25,317.6346154,4.333333333,0,0,0,4,0,0,2,298.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/10/16 16:00,2017/12/2 16:00,0,1,29,32,9494.71
411619,1600,1350422.18,392,539387.33,1375.988087,24120.23,0.54375,0,0,0,0,51.17647059,AliPay,2,149.68,74.84,2,0,0,0,0,0,0,0,0,99,102132.65,1,2,4000,1,19,9267,396,5800,0,0,4,2017/2/15 16:00,2017/2/15 16:00,0,0,28,870,432089.23
412218,235,132147.99,2,671,335.5,20250,0.553191489,1,1,1,0,7.647058824,AliPay,15,3200.91,213.394,3,0,0,0,0,0,0,1,1,18,22763.15,0,4,5200,0,9,2592.86,0,1100,0,0,0,2016/8/9 16:00,2017/7/14 16:00,0,0,35,130,77507.91
415958,118,67946.06,1,3600,3600,3800,0.771186441,1,379,379,0,18.2,AliPay,5,630.32,126.064,5,0,0,0,1,0,0,1,77.42,6,6064.23,1,0,0,0,0,0,0,1500,0,0,0,2017/9/8 4:18,2017/9/11 14:26,0,0,63.22179398,91,29158.31
416457,632,284985.45,4,2880,720,11000,0.639240506,9,534,59.33333333,795.15,28.85714286,AliPay,135,18063.46,133.8034074,12.27272727,2,478,239,2.25,0,0,20,1984.49,22,24580.55,0,0,0,1,1,2108,0,0,0,0,6,2017/1/1 8:56,2017/10/31 16:00,0,0,32.12380787,404,126066.92
422872,406,1600774.9,4,33930,8482.5,70800,0.556650246,0,0,0,0,18.83333333,AliPay,6,247.1,41.18333333,3,0,0,0,0,0,0,3,109.24,1,5000,0,0,0,1,0,0,198900,63000,0,0,3,2017/11/22 13:33,2017/12/5 4:45,1,0,26.46873843,226,761087.96
429535,78,74944.24,0,0,0,9206.4,0.846153846,0,0,0,0,13.2,AliPay,6,86.33,14.38833333,2,0,0,0,0,2,12550,2,79.2,8,7951.88,1,0,0,0,0,0,0,0,0,0,0,2017/9/27 16:00,2017/10/31 16:00,0,1,57,66,51692.35
437970,1241,1135966.69,129,226817.82,1758.277674,31890,0.385979049,4,1425,356.25,0,31.93333333,AliPay,188,6331.14,33.6762766,12.53333333,5,197.35,39.47,1,0,0,79,2844.32,70,171768.68,1,1,2000,1,47,39036.1,42100,8900,0,0,20,2016/9/26 11:33,2017/11/9 16:00,1,0,34.9815162,479,275295.04
439113,396,377878.65,9,26500,2944.444444,15000,0.656565657,1,80,80,0,18.57142857,AliPay,34,10142.49,298.3085294,3.4,0,0,0,1,0,0,0,0,26,71545.31,1,0,0,0,0,0,0,10400,0,0,2,2017/2/14 16:00,2017/11/30 16:00,0,0,28,260,160106.16
440991,23,14069.7,0,0,0,1988,0.869565217,0,0,0,0,5,AliPay,3,284.14,94.71333333,1.5,0,0,0,0,0,0,0,0,2,6858.81,1,0,0,0,0,0,0,0,0,0,0,2017/11/4 16:00,2017/11/30 16:00,0,1,31,20,7176.33
441586,1758,12201127.37,329,4031788.72,12254.67696,13362.8,0.397042093,6,8418.91,1403.151667,881,53.69230769,AliPay,322,85695.9,266.1363354,24.76923077,21,4468.8,212.8,1.5,0,0,23,3981.1,18,142517.79,1,0,0,1,56,2173388,38600,0,0,0,22,2016/12/18 16:00,2017/12/5 7:39,0,0,25.10762731,698,258277.45
443219,161,131757.51,4,5246.06,1311.515,10000,0.540372671,0,0,0,0,6.692307692,AliPay,2,105.65,52.825,1,0,0,0,0,0,0,0,0,2,40.6,0,0,0,0,0,0,0,2600,0,0,0,2017/10/11 16:00,2017/11/2 6:24,0,0,33,87,66004.74
443584,111,92602.49,6,25220,4203.333333,10000,0.810810811,4,3583,895.75,0,6.428571429,OthersPay,5,462.3,92.46,2.5,0,0,0,2,0,0,1,750,18,49620,0,0,0,0,0,0,0,0,0,0,0,2017/5/15 16:00,2017/8/26 16:00,0,0,53,90,42784.99
444898,873,2594077.07,22,237647.51,10802.15955,29026,0.520045819,1,1061,1061,0,30.26666667,AliPay,7,332.66,47.52285714,2.333333333,0,0,0,1,0,0,1,97.95,4,30095.02,1,0,0,1,4,86647.6,0,25000,0,0,70,2017/8/26 16:00,2017/10/7 16:00,1,0,65,454,1104142.89
453373,236,96643.18,2,307,153.5,12000,0.508474576,1,822,822,0,10,CreditCardPay,92,20428.53,222.0492391,9.2,0,0,0,1,0,0,2,109.81,6,13885.6,0,0,0,0,0,0,0,0,0,0,2,2016/11/2 13:16,2017/8/19 16:07,0,0,62,120,47415.11
463090,123,83225.69,2,427.3,213.65,10000,0.756097561,0,0,0,0,6.2,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,4,5406.54,0,0,0,1,0,0,3781.09,2800,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,0,30,93,44558.41
468883,37,140273.08,0,0,0,11274,0.702702703,0,0,0,0,3.25,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,11,62227.46,1,0,0,0,0,0,0,1700,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,223,26,78045.62
475502,986,1964688.93,197,666422.2,3382.853807,30000,0.411764706,3,3092,1030.666667,0,31.23076923,AliPay,0,0,0,0,1,52,52,1,0,0,13,645.89,23,43186.57,1,0,0,0,26,194251.18,1000,9400,0,0,0,2012/12/31 16:00,2014/12/31 15:59,1,0,36,406,242478.22
480459,268,129236.7,1,1345.06,1345.06,5000,0.75,0,0,0,0,15.46153846,AliPay,4,125.75,31.4375,2,0,0,0,0,0,0,4,198.2,2,1445.06,0,0,0,1,0,0,0,0,0,0,0,2017/11/29 1:01,2017/12/3 6:52,0,0,28,201,71687.53
489272,8,7290.9,0,0,0,164,0.75,0,0,0,0,6,AliPay,2,99.3,49.65,2,0,0,0,0,0,0,2,99.3,2,6841,0,0,0,0,0,0,0,0,0,0,0,2017/11/1 16:00,2017/11/21 16:00,0,1,32,6,449.9
493110,785,3501907.3,53,674580.93,12727.94208,199604,0.489171975,7,7398.5,1056.928571,0,22.58823529,AliPay,61,3344.24,54.82360656,6.1,7,808.52,115.5028571,1.75,0,0,15,670.1,63,65552.83,0,0,0,1,15,220959.7,0,800,0,0,19,2016/11/14 8:46,2017/9/22 19:57,1,0,37,384,917172.93
